Entry_ID,Temp
1,43.93829604568574
2,43.95015617063675
3,43.11681529166274
4,42.978361325804116
5,43.34992298633874
6,42.22095411375011
7,43.603052782150385
8,42.595968724806944
9,42.62445036864243
10,43.40092683712311
11,42.30261200623776
12,42.92084481129868
13,42.32802449014697
14,42.519629622716586
15,43.97194845538812
16,43.97420425017732
17,42.39869765183842
18,43.203962379572936
19,42.512976723558076
20,43.176346353625064
21,43.05433492249383
22,42.76451921668408
23,43.52118466492848
24,42.64379882905766
25,43.99923955826833
26,43.71802689957644
27,42.393604356662415
28,43.11339399181819
29,43.62507995473722
30,43.44063836591002
31,43.66634672222521
32,43.63564286913417
33,42.5162117084791
34,43.85112587385656
35,42.16155047476265
36,42.33870974107427
37,42.53821569459849
38,43.19375156903285
39,42.74345867396933
40,43.146471695827074
41,43.478444171164185
42,42.376115415634416
43,43.92531646155624
44,42.684031208421544
45,42.929740012711676
46,42.539698749018164
47,42.32983321666415
48,42.613805235711176
49,43.23785467561183
50,43.39383888095957
51,43.25327998210531
52,43.76685002287771
53,43.399253182590556
54,42.99798188781389
55,43.39259820902766
56,42.87955270313634
57,43.764135626800204
58,42.727818905879786
59,43.720848928888756
60,42.27192774443977
61,42.234005888939826
62,42.833934324230455
63,42.8579705179768
64,42.75633434332169
65,43.356312152703744
66,42.69424511328659
67,42.73726535420559
68,42.70339895151487
69,42.63062699971783
70,43.96414788788068
71,43.123926613208006
72,42.70602531174737
73,43.0427855994826
74,42.59160935271183
75,43.7101840437584
76,42.616481081187494
77,43.32171572898783
78,43.29103408279699
79,43.5465362319669
80,42.85247841706679
81,42.6411262532866
82,42.37169433461624
83,43.58819728115715
84,43.284222231208204
85,43.98025757640872
86,43.666855252644545
87,43.286347209103106
88,43.65139172512234
89,42.986148011717276
90,42.783880406746604
91,43.583997469877225
92,43.07597225567742
93,43.052626352747836
94,43.926212202055616
95,43.73876293533222
96,43.57830703740619
97,43.19657489754089
98,43.793334065859554
99,43.292916898960925
100,42.337462685246464
101,42.99923389285008
102,43.49862995681562
103,42.444508712147304
104,42.80269024384339
105,43.32882026221226
106,43.0516006705165
107,43.942973625125425
108,43.266530140273275
109,42.61790137086148
110,43.565648392209475
111,42.88906874143147
112,43.42906304670981
113,43.1793580270275
114,42.499512102810776
115,43.32588643450434
116,42.40065322168379
117,42.771202310628325
118,42.816606594421415
119,42.20999119543078
120,43.88359989943709
121,42.255562503009976
122,42.8818963279908
123,43.369526928369005
124,43.98851638292895
125,43.58226829148272
126,43.788430157684004
127,43.76284039629407
128,42.52102606943491
129,42.580584413566626
130,42.31489401177652
131,42.18598655219389
132,42.94393789573431
133,43.02183323060433
134,42.77546500747582
135,43.918368514172165
136,42.27458343017316
137,43.71608910568097
138,43.67441848004291
139,42.24934475278284
140,42.560566153437485
141,43.24908030036194
142,43.80910479250841
143,42.94298604201078
144,43.898247861416415
145,42.91927264421365
146,43.292335303143396
147,43.897907819945395
148,43.50051644324172
149,43.59094288783774
150,42.811114453084706
151,43.71590226755708
152,42.807413607570986
153,42.90970473121997
154,43.74163090199102
155,42.470780911185955
156,42.30591253248527
157,42.26659433249511
158,43.54485721676653
159,43.451798597915335
160,43.70330658360793
161,43.84525758182501
162,43.77502987451102
163,42.42882612203619
164,43.16896206114077
165,43.078095810705776
166,43.34187570201577
167,43.985894927782546
168,43.025884803976965
169,42.846026290996036
170,42.55702499180015
171,43.24056524154007
172,42.37443128110665
173,43.57496672335852
174,43.05102460557642
175,43.418395309477425
176,43.229436860568065
177,43.81900981652079
178,43.21627835813599
179,43.50280409342678
180,42.71522492526742
181,43.98948768646266
182,43.584150251640004
183,43.93270095021145
184,43.20050085990875
185,42.20570862801352
186,43.4973613590011
187,42.60392529033363
188,42.53257108667396
189,42.6612390668577
190,42.55118265296282
191,42.233326633975004
192,42.536951944196744
193,42.1254828283876
194,43.16728209974189
195,43.006291503173536
196,42.23054408306481
197,42.144358359789635
198,42.50388801271028
199,43.018841024180055
200,42.45715938791328
201,35.11726532915205
202,34.69475799093221
203,36.76765846916073
204,34.98306657499918
205,34.113018469631555
206,35.838059979781725
207,35.139377579265066
208,35.09382411360782
209,34.00946679220244
210,36.028777959115054
211,34.02670747074847
212,35.171186705710774
213,35.62742143275242
214,35.894340618021985
215,35.00190793869076
216,34.23933923204847
217,36.079424368919426
218,36.159074717994564
219,36.43999794592557
220,36.66306420927962
221,36.8155269184136
222,34.626766403574905
223,36.27927578284032
224,34.87970280111471
225,36.81959023925832
226,35.71206907757468
227,34.99691095018559
228,36.54058272593557
229,34.400644327242624
230,34.825440119788766
231,36.287403915944104
232,34.77459862976904
233,36.584326847000774
234,34.11047130026015
235,35.222691107826456
236,36.039252940164914
237,36.34495512009296
238,36.126407055444695
239,36.04208441921795
240,34.01536587990449
241,34.78638474938229
242,34.67776163810483
243,35.51347088622686
244,36.41415423568379
245,34.90044350525274
246,36.039458202444585
247,36.74648209023741
248,36.212622823398874
249,34.670293655404265
250,35.76909815672249
251,36.5616346430838
252,35.878562191083326
253,34.90299530615945
254,35.31870141826028
255,36.67728631016647
256,36.413377959456575
257,35.882377897417484
258,34.949076517648294
259,35.96175283407321
260,36.61016167958896
261,34.23337623946952
262,35.387886681896305
263,34.22523884699928
264,36.61793277398896
265,36.83655634838394
266,34.302184750750996
267,35.2489295196353
268,34.38817712141037
269,34.45385724141659
270,34.654069852910695
271,34.601794120927934
272,35.07278764879983
273,36.25527289363959
274,36.642313848000036
275,35.43761636879412
276,34.70529049078976
277,34.511968314300184
278,36.32723860549705
279,34.97761244274227
280,36.10984610486926
281,36.84158488054031
282,34.74836606559266
283,36.08935907519025
284,36.10260943683709
285,35.06246180478954
286,35.61278764327307
287,35.41646847509187
288,34.4428588372933
289,35.340995750998545
290,35.65253131740913
291,36.0710270332874
292,36.31735746633608
293,36.77012258089794
294,36.407015178555206
295,34.49632477675844
296,36.359200932874344
297,35.8606371571724
298,35.50969413257409
299,35.67001009945916
300,35.16223749684995
301,34.503680548834744
302,34.19655614059664
303,34.194298350893504
304,34.16188284607058
305,34.870006770184276
306,35.59416784367932
307,35.959467422680234
308,35.31845137765056
309,36.83956209791639
310,34.50210322245779
311,35.61562044638464
312,35.74175757072891
313,35.98378861932884
314,35.57041025128087
315,34.81794399541809
316,35.570299615041215
317,36.82459239532403
318,36.88738792712125
319,34.13957190233173
320,34.53034642459555
321,36.15085598300736
322,36.341409495822894
323,34.787261183832975
324,34.76879312474935
325,36.44480130665076
326,36.022863214073574
327,36.30066701529891
328,36.18652627773273
329,36.78709224105139
330,34.168404506923984
331,36.43687813578739
332,36.890174692325296
333,35.63413335892718
334,34.60907552565646
335,34.5664156674948
336,35.75900246432603
337,36.062636594795514
338,36.46115788009574
339,36.36656857228794
340,36.48609702165454
341,35.602761111946336
342,34.908178260561364
343,34.338859694235715
344,34.1586626094041
345,35.815622846151086
346,34.769962844116804
347,35.99396466090191
348,34.80950928922334
349,35.904748299910985
350,36.85315879559146
351,34.93568919851432
352,36.22868910255955
353,35.956367286729375
354,35.971258882986234
355,35.843216482351046
356,35.3004273031219
357,36.260056600867614
358,34.87915666010979
359,34.50223339013083
360,36.38045995598871
361,35.939620197340375
362,34.504530253442496
363,35.504286241411585
364,35.95389511845788
365,35.242573078889336
366,34.325984132575364
367,34.86078850505012
368,35.57238992969115
369,36.67604108629581
370,36.46676283647599
371,36.835862890357554
372,36.883793984645656
373,34.560331438176135
374,36.5808343985922
375,35.80514080504023
376,35.382997029890326
377,35.16691474380287
378,34.353435332425086
379,36.35070813754979
380,35.69650370861079
381,35.44596471089371
382,35.97191888054091
383,35.03376598787019
384,34.22820388932913
385,34.395484795981865
386,34.41143103793651
387,35.55219281638327
388,34.51637231828785
389,34.4916376148388
390,34.15728732345871
391,35.96728483997
392,35.920103461900354
393,34.50472512228504
394,34.65308388390174
395,34.66409355106845
396,34.41576332666018
397,34.82221418817755
398,34.54456098378366
399,36.40887781662705
400,36.17785798354337
401,38.652598382696404
402,41.75941340017627
403,37.36554647535717
404,41.086593369164596
405,40.42731688343161
406,41.06275756830226
407,38.00401963706214
408,39.72361683744056
409,38.528212381961765
410,40.76822779288026
411,37.62452938506678
412,38.3118601984671
413,41.3112992648099
414,38.90818310670351
415,41.62674555061625
416,37.74334354242064
417,37.09870960531596
418,41.38451577065366
419,37.03622474802357
420,38.993468445670956
421,37.678391563586864
422,39.61325618748312
423,38.90568377161648
424,41.74462064776553
425,38.62621883220121
426,38.09398510538116
427,38.09560878221949
428,38.5837501341443
429,37.82779170098438
430,39.78933162420147
431,39.96844815332733
432,40.34366267705633
433,41.97077365919367
434,41.04801223579314
435,39.878876289595325
436,41.70957709265215
437,40.50264865225784
438,37.36939159684345
439,38.8197686782997
440,37.91125284690736
441,40.965409435741634
442,40.35144132646286
443,40.22586560623291
444,38.46196931360732
445,37.04209426541627
446,40.707336012143585
447,37.22346645222484
448,39.54528014006421
449,38.80236376940378
450,37.59921698337121
451,38.95389660394709
452,39.95484785724918
453,39.76469422285781
454,38.95233929020597
455,38.04542990475625
456,41.66539129454648
457,41.36041495990527
458,41.424504524511185
459,37.56730023689937
460,41.73290079009297
461,37.68365856552522
462,38.502030972063295
463,41.56236450334274
464,39.06651094384613
465,38.118950524425635
466,39.0081148321531
467,39.95076920547568
468,41.06949859112633
469,37.82962028574621
470,38.59392929445597
471,41.021026526833694
472,37.774576828657324
473,38.5296009341023
474,39.792985614266286
475,39.16940711538983
476,38.1116874534536
477,39.128230605867685
478,40.71157679203822
479,38.73842624206633
480,38.042741254098125
481,37.541827559227166
482,41.028781725184835
483,41.90233908368923
484,37.90023355475686
485,41.659229189066934
486,41.15550570117439
487,40.28917263751542
488,39.850872107838235
489,37.994335865310575
490,38.19644764653094
491,40.418621830500264
492,41.738931915187145
493,38.920814441091046
494,39.21287677357544
495,39.375468142396414
496,39.115796786953084
497,41.34796668404584
498,40.901975733881564
499,37.33028521664152
500,40.778066936060235
501,37.74252779188088
502,41.722788752068006
503,37.71419751313335
504,41.13726432085562
505,41.049199264253744
506,38.687244148617026
507,40.11188673771993
508,40.69928205133279
509,39.8832662836761
510,39.92111796896919
511,38.57444628830686
512,40.533479003095636
513,39.307139105602964
514,40.48138694844563
515,41.031050708419436
516,38.32648975707008
517,39.787875679770124
518,39.44041458630863
519,38.37405775160977
520,41.23691196557883
521,41.91357766766804
522,40.37553742780064
523,40.18542879540305
524,40.72024675571882
525,38.97296846749666
526,40.45014656185024
527,41.5116702057925
528,37.716336633161916
529,37.79383304523576
530,40.126939736143875
531,37.191311174824136
532,38.6465707492974
533,41.8153244761177
534,40.9017502782993
535,40.15098117261562
536,40.628534464789794
537,40.04469702314579
538,39.98977681712201
539,39.2946131384896
540,40.128403539537686
541,38.12602017564218
542,39.04843252450743
543,38.79995258223285
544,38.8678804906901
545,37.20535627800736
546,38.175699697921615
547,40.261305275622625
548,41.553787312030444
549,40.72150716954435
550,41.72475327298091
551,37.682971474527314
552,38.53809335241664
553,39.52153837469623
554,37.7293818547526
555,41.14794681879515
556,38.6488889133681
557,38.78081872792907
558,40.746492373063084
559,41.28189545838656
560,39.930710351027535
561,37.00325546243176
562,39.31703229962155
563,38.916313566709825
564,39.42973145927036
565,38.395680891189215
566,38.30552021488981
567,38.519639744613535
568,41.71853364034335
569,39.00887631102108
570,39.15665319052345
571,39.57023055028755
572,38.25757977147012
573,38.64065318473018
574,40.742379850306165
575,41.2921826459732
576,38.55570121780096
577,37.76403306684593
578,41.4683018180407
579,40.14298874961375
580,41.62594864063713
581,37.053315015603374
582,38.16872704029834
583,39.50966740211928
584,37.3140409303485
585,40.76815902298423
586,37.04012958760305
587,39.17606460770836
588,38.94392473956045
589,41.089769815683546
590,40.00622024533575
591,38.27491648548889
592,37.08471961947474
593,37.3859365342371
594,41.69796887354124
595,38.850643865069436
596,41.50754143675445
597,38.62561262889895
598,41.83081149136324
599,40.335091971274665
600,40.91936290786727
